Station Name,Latitude,Number_Of_Bikes,Empty Slots,ll,name,category,latitude,longitude,distance,bike_location,rating,popularity,price,review_count
East 6th/Medina,30.26455,3,7,"30.26455,-97.73165",Violet Crown Social Club,Dive Bar,30.264184,-97.730766,91,"30.26455,-97.73165",8.1,0.973301682,1,
East 6th/Medina,30.26455,3,7,"30.26455,-97.73165",Spartan Pizza,Pizzeria,30.264856,-97.73218,92,"30.26455,-97.73165",6.4,0.852185955,1,
East 6th/Medina,30.26455,3,7,"30.26455,-97.73165",Cluck-n-Burger,Burger Joint,30.264184,-97.730766,94,"30.26455,-97.73165",,,,
East 6th/Medina,30.26455,3,7,"30.26455,-97.73165",Hopdoddy Burger Bar,Bar,30.263698,-97.731808,100,"30.26455,-97.73165",8.2,0.967501484,1,
East 6th/Medina,30.26455,3,7,"30.26455,-97.73165",Chipotle Mexican Grill,Fast Food Restaurant,30.26339,-97.731579,110,"30.26455,-97.73165",6.8,0.979196835,1,
East 6th/Medina,30.26455,3,7,"30.26455,-97.73165",The Kebab Shop,Kebab Restaurant,30.26388,-97.732401,116,"30.26455,-97.73165",,0.966504451,,
East 6th/Medina,30.26455,3,7,"30.26455,-97.73165",Dolce Neve,Ice Cream Parlor,30.263612,-97.731683,122,"30.26455,-97.73165",,0.962587537,1,
East 6th/Medina,30.26455,3,7,"30.26455,-97.73165",Milonga Room,Arts and Entertainment,30.264242,-97.730412,123,"30.26455,-97.73165",,,,
East 6th/Medina,30.26455,3,7,"30.26455,-97.73165",Cape Bottle Room,Wine Bar,30.264507,-97.732982,124,"30.26455,-97.73165",,0.939244313,2,
East 6th/Medina,30.26455,3,7,"30.26455,-97.73165",Buenos Aires Cafe II,Argentinian Restaurant,30.264242,-97.730412,125,"30.26455,-97.73165",8,0.947552918,2,
East 6th/Medina,30.26455,3,7,"30.26455,-97.73165",Taqueria El Milagro,Mexican Restaurant,30.26536,-97.732584,127,"30.26455,-97.73165",,,,
East 6th/Medina,30.26455,3,7,"30.26455,-97.73165",The Lemon Lounge,Cocktail Bar,30.264444,-97.733003,130,"30.26455,-97.73165",,,,
East 6th/Medina,30.26455,3,7,"30.26455,-97.73165",La Hipsta Traila,Mexican Restaurant,30.264577,-97.730252,134,"30.26455,-97.73165",,,,
East 6th/Medina,30.26455,3,7,"30.26455,-97.73165",Lamba's Royal Indian,Indian Restaurant,30.263405,-97.731163,135,"30.26455,-97.73165",,,,
East 6th/Medina,30.26455,3,7,"30.26455,-97.73165",Wright Bros. Brew & Brew,Beer Bar,30.264444,-97.733035,139,"30.26455,-97.73165",9.1,0.980913947,1,
East 6th/Medina,30.26455,3,7,"30.26455,-97.73165",Destroyer Sandwiches,Sandwich Restaurant,30.264396,-97.733029,140,"30.26455,-97.73165",,0.734369931,1,
East 6th/Medina,30.26455,3,7,"30.26455,-97.73165",Austin BBQ,BBQ Joint,30.265099,-97.73297,140,"30.26455,-97.73165",,,,
East 6th/Medina,30.26455,3,7,"30.26455,-97.73165",Boteco,Brazilian Restaurant,30.264045,-97.730235,146,"30.26455,-97.73165",,,,
East 6th/Medina,30.26455,3,7,"30.26455,-97.73165",Mr Burger,Burger Joint,30.263977,-97.730246,149,"30.26455,-97.73165",,,,
East 6th/Medina,30.26455,3,7,"30.26455,-97.73165",El Milagro Tortilla,Mexican Restaurant,30.26536,-97.732584,204,"30.26455,-97.73165",7.3,0.943564787,1,
East 6th/Medina,30.26455,3,7,"30.26455,-97.73165",Bento + Picnic,Japanese Restaurant,30.264452,-97.731483,1956,"30.26455,-97.73165",8.1,0.956391691,2,
3rd/West,30.2678,7,4,"30.2678,-97.75189",True Food Kitchen,Restaurant,30.267354,-97.752224,71,"30.2678,-97.75189",9.1,0.97607913,3,
3rd/West,30.2678,7,4,"30.2678,-97.75189",Malibu Poke,Poke Restaurant,30.267604,-97.752806,85,"30.2678,-97.75189",7.1,0.93102275,,
3rd/West,30.2678,7,4,"30.2678,-97.75189",The Baked Bear,Ice Cream Parlor,30.267511,-97.75289,103,"30.2678,-97.75189",8,0.962904055,1,
3rd/West,30.2678,7,4,"30.2678,-97.75189",The Codependent,Cocktail Bar,30.26772,-97.750786,118,"30.2678,-97.75189",8.2,0.980716123,3,
South Congress/Academy,30.25222,5,5,"30.25222,-97.74881",Jeni's Splendid Ice Creams,Ice Cream Parlor,30.252167,-97.74906,24,"30.25222,-97.74881",8,0.980605341,1,
South Congress/Academy,30.25222,5,5,"30.25222,-97.74881",El Sol y La Luna,Mexican Restaurant,30.251988,-97.749019,32,"30.25222,-97.74881",,0.166654797,1,
South Congress/Academy,30.25222,5,5,"30.25222,-97.74881",Doc's Motorworks Bar & Grill,Sports Bar,30.252239,-97.74829,49,"30.25222,-97.74881",,,,
South Congress/Academy,30.25222,5,5,"30.25222,-97.74881",Jo's Burger Box,Burger Joint,30.251691,-97.749134,81,"30.25222,-97.74881",,0.680292779,1,
South Congress/Academy,30.25222,5,5,"30.25222,-97.74881",Joann’s Fine Foods,Diner,30.251598,-97.749218,85,"30.25222,-97.74881",7.1,0.981230465,1,
South Congress/Academy,30.25222,5,5,"30.25222,-97.74881",Summer House on Music Lane,Cocktail Bar,30.252391,-97.747809,97,"30.25222,-97.74881",,,,
South Congress/Academy,30.25222,5,5,"30.25222,-97.74881",Burro Cheese Kitchen,Sandwich Restaurant,30.251459,-97.748687,116,"30.25222,-97.74881",7.9,0.054172107,1,
South Congress/Academy,30.25222,5,5,"30.25222,-97.74881",Museum of the Weird,Museum,30.253284,-97.748059,138,"30.25222,-97.74881",,,,
South Congress/Academy,30.25222,5,5,"30.25222,-97.74881",Jo's Hot Coffee Good Food,Coffee Shop,30.251029,-97.749375,143,"30.25222,-97.74881",,,,
South Congress/Academy,30.25222,5,5,"30.25222,-97.74881",Lucky Robot Japanese Kitchen,Sushi Restaurant,30.250908,-97.74898,145,"30.25222,-97.74881",7.7,0.953305638,2,
South Congress/Academy,30.25222,5,5,"30.25222,-97.74881",Jo's Coffee,Coffee Shop,30.251097,-97.749365,155,"30.25222,-97.74881",8.8,0.988312562,1,
South Congress/Academy,30.25222,5,5,"30.25222,-97.74881",Juice Austin,Restaurant,30.251459,-97.748687,175,"30.25222,-97.74881",8.5,0.741982196,1,
8th/Red River,30.26854,6,7,"30.26854,-97.73646",508 Tequila Bar,Dive Bar,30.268598,-97.736637,12,"30.26854,-97.73646",6.3,0.949008902,1,
8th/Red River,30.26854,6,7,"30.26854,-97.73646",Stubb's Bar-B-Q,Music Venue,30.268502,-97.736169,19,"30.26854,-97.73646",7.9,0.988391691,1,
8th/Red River,30.26854,6,7,"30.26854,-97.73646",Pelons Tex-Mex,Restaurant,30.268598,-97.736637,21,"30.26854,-97.73646",6.6,0.983770524,3,
8th/Red River,30.26854,6,7,"30.26854,-97.73646",Better Days,Dive Bar,30.268301,-97.736752,49,"30.26854,-97.73646",,0.920490603,2,
8th/Red River,30.26854,6,7,"30.26854,-97.73646",Yalla Burgers & Wings halal,Burger Joint,30.268018,-97.736345,59,"30.26854,-97.73646",,,,
8th/Red River,30.26854,6,7,"30.26854,-97.73646",Marinara Miracles,Italian Restaurant,30.26807,-97.736795,61,"30.26854,-97.73646",,0.540787339,2,
8th/Red River,30.26854,6,7,"30.26854,-97.73646",Valhalla,Rock Club,30.268165,-97.736773,64,"30.26854,-97.73646",7.9,0.960150346,,
8th/Red River,30.26854,6,7,"30.26854,-97.73646",Hoboken Pie,Pizzeria,30.268097,-97.736784,64,"30.26854,-97.73646",7.4,0.975810089,1,
8th/Red River,30.26854,6,7,"30.26854,-97.73646",Original New Orleans Po-Boy & Gumbo Shop,Cajun / Creole Restaurant,30.268072,-97.736857,64,"30.26854,-97.73646",,,,
8th/Red River,30.26854,6,7,"30.26854,-97.73646",Ladybird Kitchen + Bar,Hotel Bar,30.269111,-97.736548,70,"30.26854,-97.73646",,0.913408506,3,
8th/Red River,30.26854,6,7,"30.26854,-97.73646",The Green Jay,Music Venue,30.267806,-97.736519,81,"30.26854,-97.73646",,,,
8th/Red River,30.26854,6,7,"30.26854,-97.73646",Elysium,Night Club,30.267586,-97.736587,97,"30.26854,-97.73646",7.6,0.960435213,1,
8th/Red River,30.26854,6,7,"30.26854,-97.73646",Arlo's,American Restaurant,30.269574,-97.736416,102,"30.26854,-97.73646",8.4,0.911960435,1,
8th/Red River,30.26854,6,7,"30.26854,-97.73646",Cheer Up Charlies,Cocktail Bar,30.269574,-97.736416,119,"30.26854,-97.73646",8.8,0.988660732,2,
8th/Red River,30.26854,6,7,"30.26854,-97.73646",Empire Control Room & Garage,Music Venue,30.267404,-97.735994,119,"30.26854,-97.73646",7.8,0.984498516,2,
8th/Red River,30.26854,6,7,"30.26854,-97.73646",Cheer Up Charlie's Inside,Bar,30.269626,-97.736373,121,"30.26854,-97.73646",,0.823066271,2,
8th/Red River,30.26854,6,7,"30.26854,-97.73646",The Flamingo Lounge,Cocktail Bar,30.267379,-97.736067,122,"30.26854,-97.73646",,0.007287834,3,
8th/Red River,30.26854,6,7,"30.26854,-97.73646",HapPea Vegans,Restaurant,30.26969,-97.736358,128,"30.26854,-97.73646",,,,
8th/Red River,30.26854,6,7,"30.26854,-97.73646",The Side Bar,Dive Bar,30.267543,-97.736525,135,"30.26854,-97.73646",6.5,0.961242334,1,
8th/Red River,30.26854,6,7,"30.26854,-97.73646",H Bar Austin,Cocktail Bar,30.269732,-97.736922,139,"30.26854,-97.73646",,,,
8th/Red River,30.26854,6,7,"30.26854,-97.73646",Mama V's Quezzadillaville,Mexican Restaurant,30.267753,-97.737596,249,"30.26854,-97.73646",,0.776071217,1,
East 6th/Robert T. Martinez,30.26032,5,7,"30.26032,-97.71899",Hi Hat Public House,Beer Bar,30.260289,-97.719086,15,"30.26032,-97.71899",8.8,0.943818002,2,
East 6th/Robert T. Martinez,30.26032,5,7,"30.26032,-97.71899",Flyrite Chicken,American Restaurant,30.261347,-97.718438,120,"30.26032,-97.71899",7.5,0.965808111,1,
6th/West,30.27041,3,10,"30.27041,-97.75046",Green Light Social,Night Club,30.270285,-97.75025,15,"30.27041,-97.75046",8.1,0.987758655,3,
6th/West,30.27041,3,10,"30.27041,-97.75046",Kung Fu Saloon,Bar,30.270173,-97.750447,26,"30.27041,-97.75046",7.7,0.982995054,2,
6th/West,30.27041,3,10,"30.27041,-97.75046",Concrete Cowboy,Arts and Entertainment,30.270013,-97.750292,31,"30.27041,-97.75046",5.7,0.936435213,2,
6th/West,30.27041,3,10,"30.27041,-97.75046",Valhalla Esports Lounge,Lounge,30.270378,-97.750166,40,"30.27041,-97.75046",,0.961677547,1,
6th/West,30.27041,3,10,"30.27041,-97.75046",The Ranch,Bar,30.270206,-97.749917,43,"30.27041,-97.75046",5.8,0.961321464,2,
6th/West,30.27041,3,10,"30.27041,-97.75046",Favorite Pizza,Pizzeria,30.270156,-97.750806,43,"30.27041,-97.75046",,,,
6th/West,30.27041,3,10,"30.27041,-97.75046",Lola Savannah Coffee Downtown,Coffee Shop,30.270671,-97.750811,44,"30.27041,-97.75046",,,,
6th/West,30.27041,3,10,"30.27041,-97.75046",Favorite Pizza,Pizzeria,30.270133,-97.750827,46,"30.27041,-97.75046",7.7,0.976925816,1,
6th/West,30.27041,3,10,"30.27041,-97.75046",Dogwood Austin,Bar,30.270013,-97.750292,46,"30.27041,-97.75046",,,,
6th/West,30.27041,3,10,"30.27041,-97.75046",Dogwood West 6th,Bar,30.269852,-97.750386,51,"30.27041,-97.75046",7.1,0.976870425,2,
6th/West,30.27041,3,10,"30.27041,-97.75046",WYLD Bar,Cocktail Bar,30.270256,-97.749771,54,"30.27041,-97.75046",,0.961266073,2,
6th/West,30.27041,3,10,"30.27041,-97.75046",The Grove Wine Bar & Kitchen - Downtown,Wine Bar,30.270467,-97.750843,63,"30.27041,-97.75046",8.2,0.964787339,2,
6th/West,30.27041,3,10,"30.27041,-97.75046",Buford's Backyard Beer Garden,Beer Bar,30.270324,-97.74976,67,"30.27041,-97.75046",,,,
6th/West,30.27041,3,10,"30.27041,-97.75046",Via 313 Pizza - West 6th,Restaurant,30.270324,-97.74976,74,"30.27041,-97.75046",7.9,0.476518299,1,
6th/West,30.27041,3,10,"30.27041,-97.75046",Irene's,Diner,30.269805,-97.751084,77,"30.27041,-97.75046",8,0.990536103,1,
6th/West,30.27041,3,10,"30.27041,-97.75046",Taquero Mucho,Taco Restaurant,30.269848,-97.751146,77,"30.27041,-97.75046",,0.969131553,1,
6th/West,30.27041,3,10,"30.27041,-97.75046",Whiskey Tango Foxtrot Icehouse,Music Venue,30.269774,-97.749838,92,"30.27041,-97.75046",7.3,0.983406528,2,
6th/West,30.27041,3,10,"30.27041,-97.75046",Buford's,Bar,30.270171,-97.749646,93,"30.27041,-97.75046",6.7,0.996913947,2,
6th/West,30.27041,3,10,"30.27041,-97.75046",Rio Rooftop Bar,Cocktail Bar,30.270024,-97.749324,105,"30.27041,-97.75046",6.1,0.951366963,3,
6th/West,30.27041,3,10,"30.27041,-97.75046",Pop,Cocktail Bar,30.270074,-97.749178,107,"30.27041,-97.75046",6,0.948011869,3,
6th/West,30.27041,3,10,"30.27041,-97.75046",Via 313 Pizza,Pizzeria,30.269459,-97.750033,113,"30.27041,-97.75046",,,,
6th/West,30.27041,3,10,"30.27041,-97.75046",Hookah Social,Night Club,30.270024,-97.749324,117,"30.27041,-97.75046",,,,
6th/West,30.27041,3,10,"30.27041,-97.75046",Rio,Night Club,30.270024,-97.749324,117,"30.27041,-97.75046",,,,
6th/West,30.27041,3,10,"30.27041,-97.75046",Rio Rooftop Pool Lounge & Rstr,Night Club,30.270024,-97.749324,117,"30.27041,-97.75046",,,,
6th/West,30.27041,3,10,"30.27041,-97.75046",Dirty Bill's,Dive Bar,30.269752,-97.749366,120,"30.27041,-97.75046",7.8,0.974116716,1,
6th/West,30.27041,3,10,"30.27041,-97.75046",Key Bar,Night Club,30.269659,-97.74945,120,"30.27041,-97.75046",6.7,0.971204748,1,
6th/West,30.27041,3,10,"30.27041,-97.75046",The Rio Bar,Bar,30.270169,-97.749205,123,"30.27041,-97.75046",,,,
6th/West,30.27041,3,10,"30.27041,-97.75046",J. Carver's,Steakhouse,30.269527,-97.749468,128,"30.27041,-97.75046",,0.958021761,4,
6th/West,30.27041,3,10,"30.27041,-97.75046",Powder Room,Restaurant,30.270074,-97.749178,128,"30.27041,-97.75046",,,,
6th/West,30.27041,3,10,"30.27041,-97.75046",Hoffbrau Steak,Steakhouse,30.269684,-97.749377,142,"30.27041,-97.75046",5.4,0.879952522,4,
Lake Austin/Enfield,30.29439,2,11,"30.29439,-97.78375",Hula Hut,Hawaiian Restaurant,30.295315,-97.78427,75,"30.29439,-97.78375",8.3,0.993914936,2,
Lake Austin/Enfield,30.29439,2,11,"30.29439,-97.78375",Abel's on the Lake,American Restaurant,30.295358,-97.784333,115,"30.29439,-97.78375",6.1,0.946999011,2,
Lake Austin/Enfield,30.29439,2,11,"30.29439,-97.78375",Mozart's Coffee Roasters,Bakery,30.295315,-97.78427,131,"30.29439,-97.78375",9.2,0.998338279,1,
Lake Austin/Enfield,30.29439,2,11,"30.29439,-97.78375",Austin Party Cruises,Restaurant,30.294979,-97.783563,325,"30.29439,-97.78375",,0.897740851,,
4th/Sabine,30.26438,3,14,"30.26438,-97.73657",Central District Brewi,Bar,30.2651,-97.737457,82,"30.26438,-97.73657",7.5,0.989649852,2,
4th/Sabine,30.26438,3,14,"30.26438,-97.73657",Texas Reds and Whites Tasting Room,Wine Bar,30.264828,-97.737499,82,"30.26438,-97.73657",,0.872767557,2,
4th/Sabine,30.26438,3,14,"30.26438,-97.73657",Eighteenth Over Austin,American Restaurant,30.26519,-97.73551,135,"30.26438,-97.73657",,,,
4th/Sabine,30.26438,3,14,"30.26438,-97.73657",Moonshine Patio Bar & Grill,Cocktail Bar,30.263844,-97.737928,162,"30.26438,-97.73657",8.9,0.996344214,2,
Dean Keeton/Speedway,30.2896,6,9,"30.2896,-97.7366",Texas Coffee Trad,Coffee Shop,30.288993,-97.736435,93,"30.2896,-97.7366",6.1,0.924059347,1,
5th/Bowie,30.2692,5,8,"30.2692,-97.7535",Austin's Habibi,Mediterranean Restaurant,30.269374,-97.753083,66,"30.2692,-97.7535",7.3,0.861309594,1,
5th/Bowie,30.2692,5,8,"30.2692,-97.7535",Tiniest Bar In Texas,Night Club,30.269374,-97.753083,69,"30.2692,-97.7535",7.5,0.97327003,1,
5th/Bowie,30.2692,5,8,"30.2692,-97.7535",Super Burrito on 5th,Fast Food Restaurant,30.269374,-97.753083,75,"30.2692,-97.7535",7.5,0.946255193,1,
5th/Bowie,30.2692,5,8,"30.2692,-97.7535",5th Street Seafood,Seafood Restaurant,30.270422,-97.753404,125,"30.2692,-97.7535",,0.933531157,3,
5th/Bowie,30.2692,5,8,"30.2692,-97.7535",Next Level Burger Austin,Burger Joint,30.270515,-97.75332,147,"30.2692,-97.7535",,,,
5th/Bowie,30.2692,5,8,"30.2692,-97.7535",Next Level Clucker Austin,Burger Joint,30.270515,-97.75332,160,"30.2692,-97.7535",,0.892375865,2,
Cesar Chavez/Congress,30.26332,5,5,"30.26332,-97.74508",Veracruz All Natural,Taco Restaurant,30.263007,-97.744477,68,"30.26332,-97.74508",7.9,0.990037587,1,
Cesar Chavez/Congress,30.26332,5,5,"30.26332,-97.74508",Rising Roll Cafe- Austin,Deli,30.264097,-97.74486,79,"30.26332,-97.74508",,0.885736894,1,
Cesar Chavez/Congress,30.26332,5,5,"30.26332,-97.74508",Fareground,Restaurant,30.263465,-97.744268,91,"30.26332,-97.74508",9.1,0.994919881,2,
Cesar Chavez/Congress,30.26332,5,5,"30.26332,-97.74508",Alfred,Coffee Shop,30.262793,-97.744166,96,"30.26332,-97.74508",7.4,0.978500495,1,
Cesar Chavez/Congress,30.26332,5,5,"30.26332,-97.74508",P6,Cocktail Bar,30.262868,-97.743947,101,"30.26332,-97.74508",7.4,0.97236004,3,
Cesar Chavez/Congress,30.26332,5,5,"30.26332,-97.74508",Arlo Grey,American Restaurant,30.262835,-97.744228,104,"30.26332,-97.74508",8.4,0.972178042,2,
Cesar Chavez/Congress,30.26332,5,5,"30.26332,-97.74508",P6,Bar,30.263155,-97.744007,104,"30.26332,-97.74508",,0.915481701,2,
Cesar Chavez/Congress,30.26332,5,5,"30.26332,-97.74508",Little Wu,Chinese Restaurant,30.263551,-97.743594,107,"30.26332,-97.74508",,0.932336301,1,
Cesar Chavez/Congress,30.26332,5,5,"30.26332,-97.74508",Italic,Italian Restaurant,30.263487,-97.743644,109,"30.26332,-97.74508",,0.759351137,2,
Cesar Chavez/Congress,30.26332,5,5,"30.26332,-97.74508",Mama Fu's Takeout & Delivery,Restaurant,30.263968,-97.745985,112,"30.26332,-97.74508",,,,
Cesar Chavez/Congress,30.26332,5,5,"30.26332,-97.74508",Austin Rotisserie,Comfort Food Restaurant,30.2636,-97.743611,143,"30.26332,-97.74508",,0.888379822,3,
Cesar Chavez/Congress,30.26332,5,5,"30.26332,-97.74508",Taco Pegaso,Taco Restaurant,30.263693,-97.743643,144,"30.26332,-97.74508",,,,
Cesar Chavez/Congress,30.26332,5,5,"30.26332,-97.74508",The Austonian Club,Cocktail Bar,30.264494,-97.744347,148,"30.26332,-97.74508",,0.048087043,3,
16th/San Antonio,30.27924,2,10,"30.27924,-97.74371",Olamaie,American Restaurant,30.279886,-97.743661,67,"30.27924,-97.74371",7.2,0.966852621,3,
16th/San Antonio,30.27924,2,10,"30.27924,-97.74371",Little Ola's,Southern / Soul Food Restaurant,30.279948,-97.743847,79,"30.27924,-97.74371",,0.222195846,1,
16th/San Antonio,30.27924,2,10,"30.27924,-97.74371",Juliet,Cocktail Bar,30.279695,-97.742713,108,"30.27924,-97.74371",,,,
16th/San Antonio,30.27924,2,10,"30.27924,-97.74371",Lions Clubs International,Bar,30.278233,-97.743189,122,"30.27924,-97.74371",,,,
16th/San Antonio,30.27924,2,10,"30.27924,-97.74371",Clay Pit,Restaurant,30.278987,-97.742339,123,"30.27924,-97.74371",8.4,0.987196835,2,
16th/San Antonio,30.27924,2,10,"30.27924,-97.74371",Murphy's Deli,Restaurant,30.278161,-97.743108,133,"30.27924,-97.74371",,,,
22.5/Rio Grande,30.2862,0,5,"30.2862,-97.74516",Pluckers Wing Bar,Sports Bar,30.286485,-97.74504,18,"30.2862,-97.74516",8.4,0.997222552,2,
22.5/Rio Grande,30.2862,0,5,"30.2862,-97.74516",Bao'd Up,Asian Restaurant,30.286596,-97.745092,44,"30.2862,-97.74516",,,,
22.5/Rio Grande,30.2862,0,5,"30.2862,-97.74516",UTea Pho,Sandwich Restaurant,30.286395,-97.745676,52,"30.2862,-97.74516",,0.985558853,2,
22.5/Rio Grande,30.2862,0,5,"30.2862,-97.74516",Raku Sushi and Asian Bistro,Asian Restaurant,30.286656,-97.74529,69,"30.2862,-97.74516",6.3,0.955378833,2,
22.5/Rio Grande,30.2862,0,5,"30.2862,-97.74516",Mango Mango,Dessert Shop,30.286596,-97.745092,75,"30.2862,-97.74516",,0.931513353,1,
22.5/Rio Grande,30.2862,0,5,"30.2862,-97.74516",Austin's Pizza,Pizzeria,30.286656,-97.74529,96,"30.2862,-97.74516",,0.897084075,1,
22.5/Rio Grande,30.2862,0,5,"30.2862,-97.74516",Syriano Shawarma,Falafel Restaurant,30.287226,-97.744821,118,"30.2862,-97.74516",,,,
2nd/Lavaca @ City Hall,30.26476,8,10,"30.26476,-97.74678",Taverna,Pizzeria,30.265016,-97.746305,56,"30.26476,-97.74678",8.3,0.978278932,2,
2nd/Lavaca @ City Hall,30.26476,8,10,"30.26476,-97.74678",Mooby’s,Theme Restaurant,30.265194,-97.747115,57,"30.26476,-97.74678",,0.085523244,,
2nd/Lavaca @ City Hall,30.26476,8,10,"30.26476,-97.74678",III Forks,Steakhouse,30.264236,-97.746703,60,"30.26476,-97.74678",7.8,0.964367953,4,
2nd/Lavaca @ City Hall,30.26476,8,10,"30.26476,-97.74678",The Secret Room,Hotel Bar,30.265477,-97.746648,64,"30.26476,-97.74678",,0.11620178,3,
2nd/Lavaca @ City Hall,30.26476,8,10,"30.26476,-97.74678",Lavaca 514,Night Club,30.265359,-97.746804,66,"30.26476,-97.74678",,,,
2nd/Lavaca @ City Hall,30.26476,8,10,"30.26476,-97.74678",Jo's Coffee,Coffee Shop,30.264751,-97.746139,67,"30.26476,-97.74678",8.5,0.982441147,1,
2nd/Lavaca @ City Hall,30.26476,8,10,"30.26476,-97.74678",Cru Wine Bar,Wine Bar,30.264751,-97.746139,69,"30.26476,-97.74678",8.2,0.914191889,2,
2nd/Lavaca @ City Hall,30.26476,8,10,"30.26476,-97.74678",Living Room,Hotel Bar,30.265341,-97.746669,79,"30.26476,-97.74678",7.7,0.967311573,3,
2nd/Lavaca @ City Hall,30.26476,8,10,"30.26476,-97.74678",Trace,New American Restaurant,30.265376,-97.746939,91,"30.26476,-97.74678",7.1,0.967066271,3,
2nd/Lavaca @ City Hall,30.26476,8,10,"30.26476,-97.74678",Malverde,Lounge,30.265526,-97.747814,101,"30.26476,-97.74678",7.5,0.868138477,3,
2nd/Lavaca @ City Hall,30.26476,8,10,"30.26476,-97.74678",Serve Gourmet,Restaurant,30.265574,-97.745804,104,"30.26476,-97.74678",,0.51732542,,
2nd/Lavaca @ City Hall,30.26476,8,10,"30.26476,-97.74678",Upstairs Circus Atx Ll,Arts and Entertainment,30.264902,-97.745702,104,"30.26476,-97.74678",,,,
2nd/Lavaca @ City Hall,30.26476,8,10,"30.26476,-97.74678",The Secret Bar,Arts and Entertainment,30.265563,-97.746772,109,"30.26476,-97.74678",6.7,0.880387735,3,
2nd/Lavaca @ City Hall,30.26476,8,10,"30.26476,-97.74678",Which Wich,Restaurant,30.265703,-97.745991,114,"30.26476,-97.74678",7,0.855525223,1,
2nd/Lavaca @ City Hall,30.26476,8,10,"30.26476,-97.74678",Lamberts Downtown Barbecue,Music Venue,30.265197,-97.747862,116,"30.26476,-97.74678",8.5,0.979821958,3,
2nd/Lavaca @ City Hall,30.26476,8,10,"30.26476,-97.74678",Mama Fu's Takeout & Delivery,Restaurant,30.263968,-97.745985,116,"30.26476,-97.74678",,,,
2nd/Lavaca @ City Hall,30.26476,8,10,"30.26476,-97.74678",La Condesa,Mexican Restaurant,30.265501,-97.747887,120,"30.26476,-97.74678",8.4,0.973491592,3,
2nd/Lavaca @ City Hall,30.26476,8,10,"30.26476,-97.74678",Edge Rooftop,Cocktail Bar,30.265749,-97.746606,120,"30.26476,-97.74678",,0.887667656,2,
2nd/Lavaca @ City Hall,30.26476,8,10,"30.26476,-97.74678",Popbar,Ice Cream Parlor,30.265617,-97.745867,142,"30.26476,-97.74678",,0.595275964,1,
2nd/Lavaca @ City Hall,30.26476,8,10,"30.26476,-97.74678",Peli Peli,American Restaurant,30.265385,-97.74542,147,"30.26476,-97.74678",,,,
2nd/Lavaca @ City Hall,30.26476,8,10,"30.26476,-97.74678",Bar Chi Sushi,Sushi Restaurant,30.265052,-97.745264,154,"30.26476,-97.74678",7.6,0.969368942,2,
2nd/Lavaca @ City Hall,30.26476,8,10,"30.26476,-97.74678",Violet Crown Cinemas,Drive-in Theater,30.265519,-97.748022,159,"30.26476,-97.74678",8.8,0.979552918,,
2nd/Lavaca @ City Hall,30.26476,8,10,"30.26476,-97.74678",Sweetgreen,Restaurant,30.264904,-97.745674,224,"30.26476,-97.74678",7.8,0.971964392,1,
8th/Lavaca,30.27048,1,8,"30.27048,-97.74467",Murphy's Deli,Deli,30.270356,-97.744992,21,"30.27048,-97.74467",,0.947956479,1,
8th/Lavaca,30.27048,1,8,"30.27048,-97.74467",Luby's Etc,Café,30.270263,-97.745076,54,"30.27048,-97.74467",,0.063556874,2,
8th/Lavaca,30.27048,1,8,"30.27048,-97.74467",Athenian Grill,Bar,30.269574,-97.743526,148,"30.27048,-97.74467",,,,
8th/Lavaca,30.27048,1,8,"30.27048,-97.74467",The Iron Bear,Night Club,30.269989,-97.743255,224,"30.27048,-97.74467",7.4,0.986832839,1,
Red River/Cesar Chavez @ The Fairmont,30.26211,3,10,"30.26211,-97.73875",Garrison,American Restaurant,30.26207,-97.738411,19,"30.26211,-97.73875",6.6,0.954365974,2,
Red River/Cesar Chavez @ The Fairmont,30.26211,3,10,"30.26211,-97.73875",Revue,Bar,30.26207,-97.738411,20,"30.26211,-97.73875",,0.946848665,,
Red River/Cesar Chavez @ The Fairmont,30.26211,3,10,"30.26211,-97.73875",Iron Works Barbecue,Restaurant,30.262141,-97.738952,22,"30.26211,-97.73875",7.9,0.984672601,2,
Red River/Cesar Chavez @ The Fairmont,30.26211,3,10,"30.26211,-97.73875",Rules & Regs,Cocktail Bar,30.262163,-97.738327,41,"30.26211,-97.73875",6.2,0.960735905,3,
Red River/Cesar Chavez @ The Fairmont,30.26211,3,10,"30.26211,-97.73875",Fulton,Hotel Bar,30.262206,-97.73839,52,"30.26211,-97.73875",6.7,0.973000989,3,
Red River/Cesar Chavez @ The Fairmont,30.26211,3,10,"30.26211,-97.73875",Good Things,Café,30.262095,-97.738338,53,"30.26211,-97.73875",6.5,0.946365974,1,
Red River/Cesar Chavez @ The Fairmont,30.26211,3,10,"30.26211,-97.73875",Downtown Burgers,Burger Joint,30.261951,-97.739879,102,"30.26211,-97.73875",,0.936720079,1,
Red River/Cesar Chavez @ The Fairmont,30.26211,3,10,"30.26211,-97.73875",The Alibi,Sports Bar,30.260811,-97.73833,142,"30.26211,-97.73875",6.6,0.879636004,2,
Red River/Cesar Chavez @ The Fairmont,30.26211,3,10,"30.26211,-97.73875",Tommy Want Wingy,American Restaurant,30.260811,-97.73833,165,"30.26211,-97.73875",,0.118987141,1,
